교과목,교육과정,교육주차,강사강의 만족도,순위
인생은 숙제가 아닌 축제,제22기 중견리더 과정(11주차),2025년 5월 1주차,4.543,860위
재난안전통신망 단말기 기본 조작 및 활용 방법,제1기 재난안전 통신망 과정,2025년 6월 4주차,4.5429,861위
인공지능속 휴먼터치,제22기 중견리더 과정(18주차),2025년 6월 3주차,4.5418,862위
언론과의 효과적 소통 및 대응,제2기 과장급 필수 역량향상 과정,2025년 5월 5주차,4.5417,863위
보조금단체 회계감사 사례,제3기 보조금단체 회계실무 과정,2025년 4월 1주차,4.5395,864위
예산실무,제1기 신규 임용(후보)자 과정(1주차),2025년 3월 2주차,4.5393,865위
소통을 위한 대화의 기술과 공감기법,제1기 특별사법경찰 수사실무 과정,2025년 2월 4주차,4.5357,866위
도로공사 실무,제1기 토목실무 과정,2025년 3월 4주차,4.5341,867위
보고서 작성 실무,제5기 신규공무원 역량향상 심화 과정,2025년 6월 2주차,4.5339,868위
Open mind/팀빌딩,제2기 신규 임용(후보)자 과정(1주차),2025년 4월 1주차,4.5333,869위
경남의 도정과제공유(시군정책 이해를 통한 공감경남 만들기),제2기 신규 임용(후보)자 과정(1주차),2025년 4월 1주차,4.5308,870위
저수지 댐 안전관리 및 재해예방 법령해설,제1기 저수지·댐 안전관리,2025년 4월 4주차,4.5296,871위
저수지 댐 안전관리에 대한 분임토의 및 내용 작성,제1기 저수지·댐 안전관리,2025년 4월 4주차,4.5293,872위
계약실무,제6기 신규공무원 역량향상 심화 과정,2025년 7월 1주차,4.5278,873위
조직적응을 위한 소통과 대화의 기술,제2기 전입공무원 역량향상 과정,2025년 7월 3주차,4.5278,873위
미술,제22기 중견리더 과정(7주차),2025년 4월 1주차,4.5278,873위
긍정적 업무를 위한 스트레스 관리,제22기 중견리더 과정(2주차),2025년 2월 5주차,4.5268,876위
기획보고서 작성실무,제2기 6급 승진자 역량향상 과정,2025년 7월 2주차,4.5263,877위
일상속 건강 챙기기(슬기로운 걷기 생활),제22기 중견리더 과정(7주차),2025년 4월 1주차,4.526,878위
필라테스,제22기 중견리더 과정(22주차),2025년 7월 3주차,4.5238,879위
소통리더십Ⅱ,제22기 중견리더 과정(22주차),2025년 7월 3주차,4.5236,880위
국내 우주항공산업 전망과 경남의 미래,제2기 시·군 팀장 리더십 과정,2025년 4월 3주차,4.5227,881위
SNS활용 홍보전략,제1기 홍보실무 과정,2025년 5월 4주차,4.5227,882위
청렴 및 청탁금지법,제1기 7·8급 승진자 역량향상 과정,2025년 2월 5주차,4.5217,883위
영어,제22기 중견리더 과정(10주차),2025년 4월 4주차,4.5208,884위
영어,제22기 중견리더 과정(19주차),2025년 6월 4주차,4.5208,884위
탁구,제22기 중견리더 과정(22주차),2025년 7월 3주차,4.5159,886위
필라테스,제22기 중견리더 과정(7주차),2025년 4월 1주차,4.5135,887위
역량교육의 이해,제3기 시·군 팀장 리더십 과정,2025년 4월 4주차,4.5125,888위
성찰 및 비전 수립,제2기 신규 임용(후보)자 과정(3주차),2025년 4월 3주차,4.5119,889위
행사실무,제6기 신규공무원 역량향상 심화 과정,2025년 7월 1주차,4.5114,890위
성과중심 공직가치 함양,제2기 신규 임용(후보)자 과정(1주차),2025년 4월 1주차,4.5111,891위
공직가치 액션러닝(골든타임 119),제2기 신규 임용(후보)자 과정(1주차),2025년 4월 1주차,4.5111,891위
현장학습(도정과제 연계),제1기 신규 임용(후보)자 과정(2주차),2025년 3월 3주차,4.5104,893위
보고서 작성 실무,제2기 신규공무원 역량향상 심화 과정,2025년 4월 1주차,4.5083,894위
교통사고 처리요령,제22기 중견리더 과정(5주차),2025년 3월 4주차,4.5076,895위
정리수납,제22기 중견리더 과정(3주차),2025년 3월 2주차,4.5064,896위
타로와 인문학,제22기 중견리더 과정(18주차),2025년 6월 3주차,4.5052,897위
헌법,제22기 중견리더 과정(10주차),2025년 4월 4주차,4.5035,898위
인공지능시대 리더의 상상력과 창의성,제22기 중견리더 과정(8주차),2025년 4월 2주차,4.5031,899위
스마트시티 최신기술동향,"제1기 스마트 경남, 스마트 시티 과정",2025년 6월 1주차,4.5,900위
예산실무,제2기 신규 임용(후보)자 과정(1주차),2025년 4월 1주차,4.5,900위
법률(규정) 해석,제3기 신규공무원 역량향상 심화 과정,2025년 4월 4주차,4.5,900위
미술,제22기 중견리더 과정(11주차),2025년 5월 1주차,4.5,900위
미술,제22기 중견리더 과정(13주차),2025년 5월 3주차,4.5,900위
라탄공예,제22기 중견리더 과정(14주차),2025년 5월 4주차,4.5,900위
영어,제22기 중견리더 과정(15주차),2025년 5월 5주차,4.5,900위
영어,제22기 중견리더 과정(16주차),2025년 6월 1주차,4.5,900위
영어,제22기 중견리더 과정(17주차),2025년 6월 2주차,4.5,900위
헌법,제22기 중견리더 과정(20주차),2025년 7월 1주차,4.5,900위
미술,제22기 중견리더 과정(8주차),2025년 4월 2주차,4.5,900위
관광콘텐츠 기획 실제,제1기 지역특화 관광콘텐츠 개발 과정,2025년 4월 4주차,4.5,900위
부동산PF사업의 이해,제1기 토목실무 과정,2025년 3월 4주차,4.5,900위
투자유치를 위한 실천방안 토의,제1기 투자유치 활성화 과정,2025년 7월 2주차,4.5,900위
행사진행·행사 사례 및 의전,제1기 행사 실무 과정,2025년 4월 1주차,4.5,900위
외국어,제22기 중견리더 과정(20주차),2025년 7월 1주차,4.4975,915위
보고서 작성 실무,제2기 전입공무원 역량향상 과정,2025년 7월 3주차,4.4964,916위
국가재난 시스템과 선진재난 관리매뉴얼,제2기 재난관리 실무 과정,2025년 5월 3주차,4.4932,917위
헌법,제22기 중견리더 과정(11주차),2025년 5월 1주차,4.492,918위
유럽에서 아시아를 만나다,제22기 중견리더 과정(10주차),2025년 4월 4주차,4.4903,919위
트렌드 코리아 2025,제22기 중견리더 과정(6주차),2025년 3월 5주차,4.4903,919위
법령체계와 법령해석 방법론,제2기 신규 임용(후보)자 과정(3주차),2025년 4월 3주차,4.4881,921위
최신개정 교통법규,제22기 중견리더 과정(5주차),2025년 3월 4주차,4.4875,922위
소통리더십Ⅰ,제22기 중견리더 과정(22주차),2025년 7월 3주차,4.4862,923위
기후위기 대응 국내외 동향,제1기 기후위기 적응·대응 과정,2025년 5월 5주차,4.4861,924위
DISC를 통한 조직 효율성 제고,제22기 중견리더 과정(2주차),2025년 2월 5주차,4.4852,925위
영어,제22기 중견리더 과정(7주차),2025년 4월 1주차,4.4833,926위
보고서 작성 실무,제2기 7·8급 승진자 역량향상 과정,2025년 5월 1주차,4.4828,927위
분야별 수사실무 사례,제1기 특별사법경찰 수사실무 과정,2025년 2월 4주차,4.4821,928위
일본어,제22기 중견리더 과정(13주차),2025년 5월 3주차,4.4808,929위
영어,제22기 중견리더 과정(6주차),2025년 3월 5주차,4.4808,929위
헌법,제22기 중견리더 과정(12주차),2025년 5월 2주차,4.4798,931위
조직적응을 위한 소통과 대화의 기술,제1기 전입공무원 역량향상 과정,2025년 3월 2주차,4.4791,932위
법률(규정) 해석,제5기 신규공무원 역량향상 심화 과정,2025년 6월 2주차,4.4783,933위
디지털·미래대응 교육 이해 및 실습,제2기 신규 임용(후보)자 과정(2주차),2025년 4월 2주차,4.4767,934위
헌법,제22기 중견리더 과정(9주차),2025년 4월 3주차,4.4764,935위
홍보템플릿 실무,제1기 신규공무원 역량향상 심화 과정,2025년 3월 3주차,4.4762,936위
정책소통 및 온오프라인 홍보,제22기 중견리더 과정(16주차),2025년 6월 1주차,4.4762,937위
탁구,제22기 중견리더 과정(9주차),2025년 4월 3주차,4.475,938위
기후변화와 관광산업,제1기 지역특화 관광콘텐츠 개발 과정,2025년 4월 4주차,4.475,938위
헌법,제22기 중견리더 과정(7주차),2025년 4월 1주차,4.4745,940위
직장인을 위한 스트레칭,제1기 기획능력 향상 과정,2025년 3월 5주차,4.4688,941위
MBTI 조직 커뮤니케이션 역량강화,제22기 중견리더 과정(20주차),2025년 7월 1주차,4.4659,942위
정리수납,제22기 중견리더 과정(4주차),2025년 3월 3주차,4.4621,943위
영어,제22기 중견리더 과정(11주차),2025년 5월 1주차,4.4615,944위
영어,제22기 중견리더 과정(14주차),2025년 5월 4주차,4.4615,944위
정리수납,제22기 중견리더 과정(8주차),2025년 4월 2주차,4.46,946위
경남도의 재난안전 역량수준 및 역량강화 방안,제2기 재난관리 실무 과정,2025년 5월 3주차,4.4595,947위
경남의 비전과 주요정책,제1기 신규 임용(후보)자 과정(2주차),2025년 3월 3주차,4.4593,948위
스토리텔링의 이해,제22기 중견리더 과정(14주차),2025년 5월 4주차,4.4593,949위
경남도의 기후위기 대응 정책,제1기 기후위기 적응·대응 과정,2025년 5월 5주차,4.4583,950위
보고서 작성 실무,제4기 7·8급 승진자 역량향상 과정,2025년 7월 4주차,4.4583,951위
감정테라피,제22기 중견리더 과정(10주차),2025년 4월 4주차,4.4583,952위
예산실무,제1기 신규공무원 역량향상 심화 과정,2025년 3월 3주차,4.458,953위
공무원 연금의 이해,제22기 중견리더 과정(3주차),2025년 3월 2주차,4.4548,954위
건설공사 품질시험 및 자재 검수 요령,제1기 토목실무 과정,2025년 3월 4주차,4.4545,955위
스토리텔링 홍보전략,제1기 홍보실무 과정,2025년 5월 4주차,4.4545,955위
엑셀 활용 팁,제1기 7·8급 승진자 역량향상 과정,2025년 2월 5주차,4.4545,957위
테니스,제22기 중견리더 과정(8주차),2025년 4월 2주차,4.4545,957위
"시민재해분야(의무사항, 사례분석)",제1기 중대재해 예방 실무 과정,2025년 6월 1주차,4.4537,959위
영화로 만나는 역사,제22기 중견리더 과정(10주차),2025년 4월 4주차,4.4533,960위
임도 및 사방사업 실무,제1기 산림정책실무 과정,2025년 7월 3주차,4.4531,961위
필라테스,제22기 중견리더 과정(9주차),2025년 4월 3주차,4.4519,962위
국내 우주항공산업 전망과 경남의 미래,제3기 시·군 팀장 리더십 과정,2025년 4월 4주차,4.45,963위
계약실무,제3기 신규공무원 역량향상 심화 과정,2025년 4월 4주차,4.45,963위
분임토의,제22기 중견리더 과정(13주차),2025년 5월 3주차,4.4464,965위
"중대재해 처벌법의 이해·정의, 필요성, 법령해석",제1기 중대재해 예방 실무 과정,2025년 6월 1주차,4.4441,966위
영어,제22기 중견리더 과정(5주차),2025년 3월 4주차,4.4412,967위
독도를 통한 올바른 역사인식,제3기 신규 임용(후보)자 과정(2주차),2025년 7월 3주차,4.4401,968위
김장하 선생에게 배우는 실천과 나눔의 미학,제22기 중견리더 과정(18주차),2025년 6월 3주차,4.4389,969위
산업재해분야(안전사고 예방교육 등 의무사항),제1기 중대재해 예방 실무 과정,2025년 6월 1주차,4.4388,970위
공사감독 및 현장점검 요령,제3기 신규공무원 역량향상 심화 과정,2025년 4월 4주차,4.4375,971위
스마트시티 도시계획,"제1기 스마트 경남, 스마트 시티 과정",2025년 6월 1주차,4.4354,972위
보고서 작성 실무,제1기 7·8급 승진자 역량향상 과정,2025년 2월 5주차,4.4348,973위
역량개발 이해,제2기 6급 승진자 역량향상 과정,2025년 7월 2주차,4.4342,974위
역량에 대한 이해 모의과제:역할연기,제2기 6급 승진자 역량향상 과정,2025년 7월 2주차,4.4342,974위
헌법,제22기 중견리더 과정(14주차),2025년 5월 4주차,4.4342,974위
회복탄력성,제22기 중견리더 과정(20주차),2025년 7월 1주차,4.4336,977위
세대공감 및 민원응대 역할연기(평가 및 공유),제1기 신규 임용(후보)자 과정(1주차),2025년 3월 2주차,4.4318,978위
계약실무,제5기 신규공무원 역량향상 심화 과정,2025년 6월 2주차,4.4318,978위
소통을 위한 대화기술 및 공감기법,제1기 재난관리 실무 과정,2025년 3월 5주차,4.4315,980위
세대공감 및 민원응대 역할연기(상황훈련 및 리허설),제1기 신규 임용(후보)자 과정(1주차),2025년 3월 2주차,4.431,981위
개인정보 보호의 이해,제22기 중견리더 과정(21주차),2025년 7월 2주차,4.4291,982위
사진,제22기 중견리더 과정(8주차),2025년 4월 2주차,4.4274,983위
경남형 통합돌봄 개념과 정책의 이해,제22기 중견리더 과정(19주차),2025년 6월 4주차,4.4271,984위
스토리텔링 기획,제22기 중견리더 과정(14주차),2025년 5월 4주차,4.4271,985위
인문학과 통찰력,제22기 중견리더 과정(17주차),2025년 6월 2주차,4.4261,986위
영어,제22기 중견리더 과정(4주차),2025년 3월 3주차,4.426,987위
국가 균형발전 우수사례,제22기 중견리더 과정(19주차),2025년 6월 4주차,4.4255,988위
일자리와 조직문화,제1기 경남의 미래산업과 일자리 과정,2025년 7월 3주차,4.425,989위
사회적 경제기반 일자리 창출,제1기 경남의 미래산업과 일자리 과정,2025년 7월 3주차,4.425,989위
국내외 우주산업 동향과 전망,제22기 중견리더 과정(6주차),2025년 3월 5주차,4.423,991위
경남도의 재난안전 역량수준 및 역량강화 방안,제1기 재난관리 실무 과정,2025년 3월 5주차,4.4226,992위
프랑스 노르망디 인문학 여행,제22기 중견리더 과정(14주차),2025년 5월 4주차,4.4211,993위
토목의 이해,제1기 토목실무 과정,2025년 3월 4주차,4.4205,994위
청탁금지법의 이해,제3기 신규 임용(후보)자 과정(3주차),2025년 7월 4주차,4.4193,995위
적극행정,제22기 중견리더 과정(6주차),2025년 3월 5주차,4.4193,996위
복지정책의 이해,제1기 경남의 복지 과정,2025년 7월 2주차,4.419,997위
생성형 AI의 직무적용,제2기 6급 승진자 역량향상 과정,2025년 7월 2주차,4.4174,998위
만성질환 예방,제22기 중견리더 과정(3주차),2025년 3월 2주차,4.4172,999위
